text,label
"purified water, contains less than of natural flavor, citric acid, sodium citrate, sucralose, sodium hexametaphosphate, potassium sorbate and sodium benzoate to protect flavor.",Beverages
"durum wheat semolina, [enriched with iron and b vitamins ].",Plant-based foods and beverages
"selected plantains, non hydrogenated palm oil, salt.",Snacks
"organic raisins, organic cashews, organic apricots, organic cranberries, organic almonds, organic sunflower seeds, organic maple syrup, organic pepita seeds, organic walnuts, organic tart cherries, organic apple juice concentrate, organic cherry juice concentrate, sea salt, organic extra virgin olive oil, organic spices, organic rosemary, organic orange zest, organic rice flour, organic sunflower oil.",Snacks
"organic ground yellow corn, organic sunflower oil, and sea salt.",Snacks
"enriched long grain parboiled rice, garlic, corn maltodextrin, salt, yeast extract, onion, natural flavor, sugar, soy sauce, spices, disodium inosinate & guanylate, turmeric, soy lecithin, and extractives of annatto.",Meals
"certified glutenfree rolled oats, semisweet chocolate chips, organic honey, brown sugar, expeller pressed sunflower oil, hazelnuts, ground flax seed, water, coconut, cocoa powder, maple syrup, pure vanilla extract, sea salt, cinnamon, tocopherols .",Plant-based foods and beverages
"semolina, durum flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid.",Plant-based foods and beverages
"almonds, vegetable oil, sea salt.",Plant-based foods and beverages
"carbonated water, caramel color, tartaric acid, malic new acid, stevia extract sweetener, natural flavors, caffeine.",Beverages
"avocado, tomato, onion, fresh lime juice, cilantro, cubanelle pepper, sea salt, garlic, jalapeno pepper",Condiments
"sugar, glucose syrup, modified starch, citric acid, artificial flavors, palm wax, red, titanium dioxide.",Snacks
"whole corn, soybean or sunflower oil, cheddar cheese blend, salt, paprika, tomato, yeast extract, citric acid, turmeric extract, whey, lactic acid, red chili pepper, onion, natural butter flavor, garlic.",Snacks
"water, whole grain wheat flour, unbleached wheat flour, wheat gluten, oat fiber, sunflower kernels, whole grain rolled oats, corn flakes, honey, brown sugar, yeast, resistant corn starch, soybean oil, resistant dextrin, cultured wheat flour, salt substitute, raisin juice, cornstarch, wheat starch, vinegar, malted barley flour, calcium sulfate, sodium chloride, enrichment [ferrous sulfate, thiamine hydrochloride, riboflavin, niacin, folic acid], ascorbic acid, soy lecithin topped with rolled oats.",Plant-based foods and beverages
"enriched flour, maltitol, vegetable shortening, oats, polydextrose, cornstarch, corn flour, salt, baking soda, cinnamon, natural and artificial flavors, sodium acid pyrophosphate, soy lecithin, monocalcium phosphate, annatto color, sucralose .",Snacks
"corn syrup, sugar, gelatin, citric acid, sorbitol, natural and artificial flavors, lactic acid, titanium dioxide, fd&c red #.",Snacks
"chocolate flavored coating, hydrolyzed collagen, peanut flour, protein blend, glycerin, maltitol syrup, soy crisps, water, peanuts, peanut oil, sucrose, salt, natural flavor, sucralose, almond butter, soy lecithin .",Snacks
"spinach, water, salt",Plant-based foods and beverages
"nongmo expeller pressed canola oil, filtered water, asiago cheese, white wine vinegar, lemon juice concentrate, pasteurized egg yolk, worcestershire sauce, sea salt, sugar, mustard flour, black pepper, onion, garlic, xanthan gum.",Condiments
"dried potatoes, vegetable oil, corn flour, wheat starch and maltodextrin. contains or less of rice flour, sugar, salt, dextrose, mustard, modified corn starch, sodium diacetate, monosodium glutamate, onion powder, garlic powder, honey, citric acid, natural flavor, medium chain triglycerides, disodium guanylate, disodium inosinate, rosemary extract and turmeric .",Snacks
"enriched flour, water, buttermilk, sugar, eggs, contains or less of leavening, soybean and/or canola oil, fructose, salt, natural flavor, soy lecithin ., vitamins and minerals vitamin a palmitate, reduced iron, niacinamide, vitamin b, vitamin b, vitamin b, vitamin b.",Snacks
"enriched flour bleached, sugar, semisweet chocolate chips, butter, corn syrup, vegetable glycerin, palm kernel oil. contains or less of cocoa processed with alkali, molasses, baking soda, salt, soy lecithin, natural flavor, whole milk solids, caramel color, egg white .",Snacks
"pears, water, pear juice concentrate.",Plant-based foods and beverages
"reduced fat milk, vitamin a palmitate, vitamin d.",Dairies
"yellow corn flour, yellow corn meal.",Condiments
"milk chocolate, sugar, hydrogenated palm kernel oil, hazelnut flour, dextrose, cornstarch, less than corn syrup, dextrin, salt, coloring, carnauba wax, natural flavor, propyl gallate to maintain freshness, gum acacia",Snacks
"tomato concentrate made from vine ripened tomatoes, high fructose corn syrup, distilled vinegar, corn syrup, salt, less than of onion powder, garlic powder, natural flavors.",Condiments
"peanuts, pumpkin seeds, churritos, chick peas with salt, chile & lemon",Snacks
"corn syrup, sugar, natural peppermint oil, natural & artificial spearmint flavor, artificial colors including titanium dioxide, red, blue, yellow .",Snacks
"organic milk, organic strawberries, organic cream, organic evaporated cane juice, organic egg yolks, organic nonfat milk, organic vanilla extract, organic balsamic vinegar.",Desserts
"cream cheese, pumpkin, sugar, eggs, caramel, enriched flour, pralines, spices, natural and artificial flavor, baking soda, baking powder, caramel color, soy lecithin .",Snacks
"steamed bun, braised pork, carrots, green onions, seasoned rice vinegar .",Frozen foods
"tomatoes, crushed tomatoes, onions, olive oil, whey protein, parmesan cheese ), romano cheese ), salt, garlic, basil, spices, sugar, vodka, xanthan gum.",Condiments
"sugar, whey, cocoa, corn syrup solids, nonfat milk, coconut oil contains or less of each of the following whey protein concentrate, salt, sodium caseinate, anticaking agent, dipotassium phosphate, emulsifier, color, artificial flavor",Beverages
"vinegar, water, mustard seed, salt, horseradish powder, red pepper.",Condiments
"apricots, sugar, concentrated lemon juice, fruit pectin",Plant-based foods and beverages
"enriched flour, peanuts, sugar, dextrose, water, palm oil, malt, canola oil, monoglycerides, salt, honey powder, molasses powder, guar gum, natural flavor, wheat gluten, yeast, soda.",Snacks
"tomatoes, tomato juice, less than of calcium chloride, citric acid.",Plant-based foods and beverages
"peanuts, seasoning, whey, partially hydrogenated soybean oil, maltodextrin, salt, disodium phosphate, pasteurized cultured milk, nonfat milk, citric acid, enzymes, artificial color ), salt, whey, natural flavors including bacon, maltodextrin, bacon fat, natural smoke flavor), autolyzed yeast extract, hydrolyzed corn protein, buttermilk powder, citric acid, parsley, lactic acid, extractives of paprika and turmeric, less than silicon dioxide added to prevent caking), peanut oil.",Plant-based foods and beverages
"milled corn, sugar, salt, malted barley syrup. vitamins and minerals sodium ascorbate, reduced iron, niacinamide, pyridoxine hydrochloride, riboflavin, thiamin mononitrate, vitamin a palmitate, folic acid, vitamin b, vitamin d.",Plant-based foods and beverages
"pasteurized milk, red and green jalapeno peppers, cheese culture, salt, enzymes.",Dairies
"sugar, jalapeno peppers, lemon juice, pectin.",Plant-based foods and beverages
"chicken breast with rib meat, water, soybean oil, corn starch, kosher salt, dehydrated vinegar, dextrose, garlic powder, onion powder, natural flavor, sugar, xanthan gum, black pepper.",Meats and their products
"pumpkin seeds, salt.",Snacks
"water, soy sauce, sugar, rice vinegar, cilantro, toasted sesame oil, ginger puree, garlic puree, arrowroot powder, sesame seeds, xanthan gum, dried chives, crushed red peppers",Condiments
"fried pork skins, salt, dextrose, chili pepper, hydrolyzed soy protein, modified food starch, annatto extract, paprika, sugar, dehydrated garlic, citric acid, spice extractives.",Snacks
"monterey jack cheese, cheddar cheese, queso quesadilla cheese, asadero cheese, anticake, natamycin .",Dairies
"milk chocolate, toasted coconut, black lava sea salt, coconut cream extract .",Snacks
"enriched flour, salt, yeast, rosemary extract, mixed tocopherols, canola oil, soda. contains wheat .",Snacks
"biscuit mix bleached enriched flour, canola oil, palm oil, cornstarch, contains or less of the following sodium bicarbonate, sodium aluminum phosphate, monocalcium phosphate, salt, nonfat milk, sugar. herb seasoning garlic powder, resistant maltodextrin, salt, onion powder, soy flour, sugar, spice, sodium aluminosilicate malic acid, natural butter flavor, annatto color, turmeric color.",Snacks
"peanuts, dates, cacao, egg whites, oats, cocoa powder, sea salt, spinach, flax seed, peppermint oil",Meals
"enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate, riboflavin, folic acid], water, whole wheat flour, potato flakes, yeast, soybean oil, wheat gluten, sugar, salt, honey, molasses, calcium sulfate, wheat bran, caramel color, calcium propionate, datem, ethoxylated mono and diglycerides, monoglycerides, monocalcium phosphate, soy lecithin, potassium iodate.",Plant-based foods and beverages
"whole grain wheat flour, enriched flour, soybean and palm oil, sugar, corn starch. contains or less of; malt syrup, invert sugar, salt, wheat gluten, vegetable color, sodium sulfite.",Snacks
"apple, cherry, strawberry and blueberry juices from concentrate, citric acid, natural flavors, ascorbic acid, fruit and vegetable juice .",Plant-based foods and beverages
"milkfat and nonfat milk, sorbitol, polydextrose, contains less than of whey protein concentrate, natural and artificial flavor, mono and diglycerides, guar gum, calcium sulfate, carob bean gum, aspartame, carrageenan, acesulfame potassium, annatto, vitamin a palmitate.",Desserts
"roasted fresh tomato, tomato, filtered water, fresh onion, roasted garlic, tomato paste, fresh cilantro, salt, guajillo chile, smoked paprika, distilled white vinegar, chipotle chile.",Condiments
"cottage cheese cultured skim milk, whey protein concentrate, milk, cream, contains or less of salt, guar gum, mono and diglycerides, carob bean gum, natural flavor, potassium sorbate and carbon dioxide, carrageenan, polysorbate, enzymes. pineapple fruit base pineapples, water, crystalline fructose, corn starch, natural flavors and citric acid.",Dairies
"imported italian tomatoes, fresh tomatoes, imported olive oil, onions, carrots, celery, water, salt, garlic, corn starch, fresh basil, black pepper, baking soda, honey.",Condiments
"carbonated water, natural flavors.",Beverages
"beef, water, brown sugar, salt. contains or less of flavorings, vinegar, hydrolyzed soy protein, sodium erythorbate, citric acid, paprika oleoresin, sodium nitrite.",Snacks
"consist of milk chocolate {sugar, whole milk, cocoa butter, chocolate, soy lecithin, vanillin }, pecans, corn syrup, dairy cream, sugar, condensed milk, partially hydrogenated palm kernel oil, invert sugar, brown sugar, salt, natural flavors, and soy lecithin .",Snacks
"made from local new hampshire milk, salt, cultures, enzymes.",Dairies
"tomato puree, diced tomatoes in tomato juice, sugar, vegetable oil, contains less than of salt, dehydrated garlic, onion powder, spices, citric acid, dehydrated parsley",Condiments
"water, nonfat milk, sugar, modified corn starch, vegetable oil, less than of salt, calcium carbonate, natural flavor, sodium stearoyl lactylate, cinnamon, color added . contains milk .",Desserts
"beef, pork, salt, tiitletown canadeo gold beer, spices, dextrose, sodium erythorbate, lactic acid starter culture, sodium nitrite.",Meats and their products
"skim milk, vitamin a palmitate, vitamin d",Dairies
"sugar, cherries, fruit pectin, citric acid",Plant-based foods and beverages
"sunflower seeds, salt, vegetable oil, maltodextrin, vinegar powder, dextrose, monosodium glutamate, spice, spice, extract, citric acid, garlic & onion.",Snacks
